transaction_id,customer_id,date,revenue,category,channel,payment_method,delivery_days,satisfaction_score,segment,region,age_group,month_num
T004272,C01388,2024-07-09,248.57,Electronics,Web,Debit Card,6,3,Premium,East,46-60,19
T005270,C00701,2024-07-09,338.26,Home,Web,UPI,5,3,Regular,South,18-25,19
T013692,C00951,2024-07-09,373.32,Fashion,Store,UPI,3,3,Regular,West,26-35,19
T010250,C01118,2024-07-09,167.78,Beauty,Mobile App,UPI,3,5,Budget,North,26-35,19
T003528,C00847,2024-07-09,981.35,Home,Web,Credit Card,4,4,Premium,East,46-60,19
T006056,C01277,2024-07-09,119.9,Home,Mobile App,Debit Card,5,3,Regular,West,26-35,19
T012592,C00295,2024-07-09,347.28,Home,Store,Credit Card,3,3,Premium,North,18-25,19
T003670,C01950,2024-07-10,110.64,Electronics,Web,Credit Card,4,4,Regular,North,36-45,19
T010186,C00185,2024-07-10,220.99,Electronics,Mobile App,Credit Card,4,3,Regular,East,36-45,19
T005165,C01272,2024-07-10,70.05,Electronics,Web,UPI,5,3,Budget,North,26-35,19
T002025,C01301,2024-07-10,257.98,Home,Mobile App,UPI,4,3,Premium,South,26-35,19
T007266,C00966,2024-07-10,113.53,Fashion,Store,Credit Card,6,2,Regular,East,18-25,19
T002772,C01932,2024-07-10,385.11,Fashion,Store,Wallet,5,3,Regular,North,36-45,19
T007326,C00677,2024-07-10,263.36,Beauty,Mobile App,Debit Card,3,4,Premium,South,18-25,19
T002028,C00973,2024-07-10,138.27,Fashion,Web,UPI,4,3,Budget,East,18-25,19
T002912,C01191,2024-07-10,615.19,Home,Web,Credit Card,5,3,Premium,South,18-25,19
T013599,C01265,2024-07-10,286.71,Electronics,Web,Debit Card,5,3,Premium,East,46-60,19
T010053,C00554,2024-07-10,42.21,Beauty,Mobile App,Wallet,3,4,Regular,West,26-35,19
T012231,C01531,2024-07-10,265.67,Home,Mobile App,UPI,3,3,Regular,North,36-45,19
T012670,C01999,2024-07-10,265.3,Home,Web,UPI,4,4,Premium,South,60+,19
T013413,C00866,2024-07-10,330.91,Fashion,Store,Wallet,5,3,Regular,East,26-35,19
T008921,C00420,2024-07-10,441.26,Fashion,Mobile App,Credit Card,4,3,Budget,South,26-35,19
T006249,C01649,2024-07-10,129.4,Home,Mobile App,UPI,5,2,Budget,East,46-60,19
T006122,C00907,2024-07-10,169.32,Fashion,Store,Credit Card,3,4,Budget,West,26-35,19
T002168,C01681,2024-07-10,353.52,Electronics,Web,Credit Card,6,3,Regular,East,46-60,19
T007705,C00392,2024-07-10,84.86,Home,Web,Credit Card,3,4,Regular,North,18-25,19
T003318,C00252,2024-07-10,234.2,Fashion,Store,Debit Card,2,4,Regular,West,18-25,19
T003489,C00076,2024-07-10,82.29,Fashion,Mobile App,Debit Card,5,3,Budget,West,26-35,19
T006937,C00412,2024-07-10,84.82,Fashion,Mobile App,UPI,4,4,Budget,North,26-35,19
T013567,C01644,2024-07-11,117.46,Home,Web,UPI,5,3,Regular,South,26-35,19
T004592,C01113,2024-07-11,199.41,Home,Web,UPI,6,1,Regular,East,26-35,19
T007039,C00296,2024-07-11,102.89,Electronics,Mobile App,Credit Card,3,4,Regular,North,26-35,19
T006788,C00404,2024-07-11,267.61,Sports,Store,Debit Card,4,3,Budget,South,26-35,19
T006780,C00743,2024-07-11,166.1,Fashion,Mobile App,Debit Card,4,3,Budget,North,36-45,19
T013368,C00182,2024-07-11,266.61,Beauty,Web,Wallet,3,4,Premium,North,26-35,19
T013305,C01336,2024-07-11,130.22,Fashion,Store,Debit Card,4,4,Regular,East,26-35,19
T010613,C00504,2024-07-11,207.45,Electronics,Web,Credit Card,5,3,Budget,West,60+,19
T009728,C00733,2024-07-11,145.1,Electronics,Mobile App,Credit Card,5,3,Regular,North,46-60,19
T009173,C00420,2024-07-11,60.32,Beauty,Web,Credit Card,6,3,Budget,South,26-35,19
T000816,C00416,2024-07-11,100.15,Electronics,Mobile App,Credit Card,4,2,Regular,West,36-45,19
T007056,C01701,2024-07-11,26.68,Fashion,Web,UPI,7,1,Budget,East,46-60,19
T012445,C00566,2024-07-11,266.35,Fashion,Web,Debit Card,5,3,Regular,North,36-45,19
T003849,C00954,2024-07-11,490.7,Fashion,Mobile App,Credit Card,3,4,Budget,South,26-35,19
T006119,C00108,2024-07-12,51.25,Fashion,Store,Credit Card,2,4,Budget,West,36-45,19
T004957,C00195,2024-07-12,248.51,Sports,Web,Debit Card,2,4,Regular,North,18-25,19
T008181,C01583,2024-07-12,588.88,Electronics,Store,Credit Card,3,4,Regular,South,18-25,19
T013472,C00581,2024-07-12,500.7,Fashion,Mobile App,UPI,4,3,Regular,North,26-35,19
T014451,C01067,2024-07-12,175.94,Fashion,Mobile App,Credit Card,4,3,Regular,North,46-60,19
T008132,C00985,2024-07-12,173.33,Electronics,Web,Debit Card,6,2,Budget,South,18-25,19
T002021,C01371,2024-07-12,197.44,Fashion,Web,Credit Card,2,5,Budget,North,26-35,19
T004781,C01000,2024-07-12,102.16,Sports,Mobile App,Debit Card,4,4,Regular,West,36-45,19
T002111,C00004,2024-07-12,768.51,Electronics,Mobile App,Credit Card,5,4,Regular,North,18-25,19
T000886,C01759,2024-07-12,277.3,Electronics,Store,Credit Card,3,3,Premium,South,26-35,19
T006376,C01071,2024-07-12,49.65,Electronics,Store,Credit Card,5,3,Regular,East,46-60,19
T001056,C01091,2024-07-13,78.91,Beauty,Mobile App,Debit Card,6,3,Budget,South,36-45,19
T001319,C00129,2024-07-13,436.66,Electronics,Store,Credit Card,3,4,Premium,West,36-45,19
T000367,C00019,2024-07-13,151.27,Fashion,Store,Credit Card,3,4,Regular,North,26-35,19
T005284,C00716,2024-07-13,59.53,Electronics,Web,Credit Card,3,4,Budget,North,26-35,19
T012302,C01695,2024-07-13,440.69,Beauty,Store,UPI,5,4,Regular,South,36-45,19
T002972,C00747,2024-07-13,688.61,Electronics,Store,Credit Card,5,3,Regular,East,36-45,19
T012000,C00647,2024-07-13,259.38,Sports,Mobile App,UPI,3,4,Regular,West,36-45,19
T013619,C01811,2024-07-13,189.6,Fashion,Web,UPI,5,3,Regular,East,18-25,19
T004487,C01189,2024-07-13,150.79,Electronics,Mobile App,Credit Card,4,3,Regular,West,18-25,19
T004611,C01093,2024-07-13,299.03,Beauty,Store,Debit Card,5,3,Regular,South,46-60,19
T001759,C00408,2024-07-13,865.97,Home,Web,UPI,5,4,Premium,North,60+,19
T001156,C00016,2024-07-13,853.95,Fashion,Web,UPI,3,4,Premium,South,18-25,19
T014681,C01946,2024-07-13,419.87,Electronics,Web,Wallet,2,5,Regular,North,26-35,19
T009741,C01678,2024-07-13,209.22,Fashion,Store,Debit Card,4,4,Regular,South,26-35,19
T010889,C01457,2024-07-13,114.24,Home,Web,UPI,4,3,Regular,South,36-45,19
T008985,C01171,2024-07-13,94.73,Electronics,Web,Credit Card,7,2,Regular,East,36-45,19
T002898,C00418,2024-07-13,113.8,Fashion,Mobile App,Credit Card,3,4,Regular,North,26-35,19
T012523,C01203,2024-07-13,80.02,Electronics,Web,Credit Card,3,4,Premium,North,18-25,19
T008950,C01946,2024-07-13,62.95,Home,Mobile App,Credit Card,3,5,Regular,North,26-35,19
T007771,C00995,2024-07-13,273.38,Fashion,Mobile App,Credit Card,5,4,Regular,North,60+,19
T004136,C00769,2024-07-13,48.2,Fashion,Store,Debit Card,4,3,Regular,South,60+,19
T005447,C00867,2024-07-13,451.78,Electronics,Web,Credit Card,6,2,Premium,South,26-35,19
T002683,C00484,2024-07-13,138.59,Fashion,Web,Credit Card,5,2,Regular,North,46-60,19
T002679,C00768,2024-07-13,60.87,Fashion,Web,Wallet,3,4,Budget,North,26-35,19
T013051,C01416,2024-07-13,175.52,Fashion,Store,UPI,5,3,Budget,East,36-45,19
T006411,C00345,2024-07-13,139.85,Electronics,Web,Credit Card,3,4,Regular,West,26-35,19
T010593,C01380,2024-07-13,257.75,Electronics,Mobile App,Debit Card,5,3,Regular,East,26-35,19
T000863,C00239,2024-07-13,253.35,Home,Mobile App,Credit Card,3,4,Regular,North,36-45,19
T002060,C00150,2024-07-13,267.33,Beauty,Store,Credit Card,5,3,Regular,West,36-45,19
T010677,C01750,2024-07-13,460.22,Electronics,Web,UPI,4,4,Premium,West,60+,19
T011307,C01709,2024-07-14,354.34,Beauty,Mobile App,Credit Card,3,4,Regular,North,18-25,19
T009244,C00110,2024-07-14,264.57,Home,Web,UPI,5,4,Premium,West,46-60,19
T001910,C01174,2024-07-14,426.0,Home,Web,Credit Card,4,4,Regular,North,36-45,19
T004536,C01102,2024-07-14,140.46,Electronics,Mobile App,UPI,7,1,Budget,East,36-45,19
T012990,C01599,2024-07-14,26.21,Beauty,Web,Credit Card,3,4,Premium,South,36-45,19
T006915,C00102,2024-07-14,215.04,Fashion,Web,Credit Card,3,5,Regular,South,26-35,19
T009045,C00898,2024-07-14,83.47,Beauty,Store,Credit Card,4,4,Budget,North,36-45,19
T000449,C00473,2024-07-14,225.23,Home,Web,Debit Card,2,4,Premium,West,18-25,19
T008426,C01691,2024-07-14,520.96,Fashion,Web,UPI,4,4,Premium,West,36-45,19
T011103,C01185,2024-07-14,249.48,Sports,Store,Credit Card,4,3,Premium,South,26-35,19
T002697,C01039,2024-07-14,650.85,Beauty,Mobile App,UPI,4,3,Premium,North,36-45,19
T007887,C00176,2024-07-14,257.81,Electronics,Mobile App,UPI,2,4,Premium,West,26-35,19
T002075,C01376,2024-07-14,219.79,Fashion,Mobile App,Debit Card,7,3,Budget,East,18-25,19
T012830,C00405,2024-07-14,220.66,Sports,Web,Credit Card,6,3,Regular,East,18-25,19
T005575,C00304,2024-07-14,98.46,Electronics,Store,Debit Card,2,4,Regular,North,26-35,19
T007480,C00827,2024-07-14,697.49,Home,Mobile App,Credit Card,7,1,Regular,East,26-35,19
T001983,C00667,2024-07-14,192.51,Beauty,Store,Debit Card,4,4,Regular,North,26-35,19
T007156,C01694,2024-07-14,720.73,Fashion,Mobile App,Credit Card,5,4,Premium,North,36-45,19
T003526,C00786,2024-07-14,115.78,Home,Mobile App,Credit Card,2,4,Budget,North,18-25,19
T007274,C01521,2024-07-14,509.37,Beauty,Web,Wallet,4,4,Premium,North,36-45,19
T002045,C00072,2024-07-14,600.69,Electronics,Mobile App,Debit Card,4,3,Premium,South,26-35,19
T013269,C01834,2024-07-14,77.61,Electronics,Mobile App,Debit Card,6,3,Budget,South,36-45,19
T012874,C00852,2024-07-14,116.29,Beauty,Mobile App,Debit Card,3,4,Budget,North,18-25,19
T012377,C01756,2024-07-14,68.95,Electronics,Mobile App,Wallet,2,5,Budget,North,36-45,19
T004068,C01534,2024-07-15,404.4,Fashion,Mobile App,Debit Card,5,3,Regular,North,26-35,19
T014479,C00480,2024-07-15,362.31,Beauty,Web,Debit Card,5,3,Regular,East,18-25,19
T004337,C00494,2024-07-15,841.69,Electronics,Store,UPI,4,4,Premium,South,36-45,19
T007981,C01475,2024-07-15,214.62,Electronics,Mobile App,Credit Card,2,5,Regular,West,26-35,19
T009093,C00612,2024-07-15,218.78,Beauty,Web,Debit Card,4,4,Budget,North,46-60,19
T007042,C00328,2024-07-15,49.74,Fashion,Mobile App,Credit Card,5,4,Regular,North,36-45,19
T013589,C00796,2024-07-15,53.04,Electronics,Mobile App,Debit Card,5,4,Budget,East,46-60,19
T014382,C01885,2024-07-15,1194.3,Electronics,Mobile App,Credit Card,4,3,Premium,West,26-35,19
T008954,C00047,2024-07-15,236.43,Fashion,Web,UPI,3,5,Regular,North,36-45,19
T002138,C01435,2024-07-15,660.26,Sports,Web,Credit Card,6,2,Premium,East,46-60,19
T001438,C01476,2024-07-15,197.94,Electronics,Web,Credit Card,3,5,Regular,West,26-35,19
T007654,C01524,2024-07-15,498.36,Home,Web,Debit Card,5,3,Premium,North,36-45,19
T011439,C01350,2024-07-15,425.45,Fashion,Web,Credit Card,3,5,Premium,North,36-45,19
T002127,C00298,2024-07-15,83.1,Electronics,Store,Debit Card,2,5,Regular,North,46-60,19
T002655,C00926,2024-07-15,167.62,Sports,Web,UPI,5,3,Premium,West,36-45,19
T005298,C01087,2024-07-15,73.44,Fashion,Mobile App,UPI,5,3,Regular,South,36-45,19
T006438,C01382,2024-07-15,548.48,Sports,Web,Debit Card,5,3,Regular,South,26-35,19
T002968,C01939,2024-07-15,321.29,Home,Web,UPI,2,5,Regular,North,36-45,19
T007235,C01066,2024-07-15,65.05,Electronics,Store,Wallet,3,3,Budget,North,46-60,19
T006356,C00828,2024-07-15,325.07,Home,Mobile App,Wallet,2,4,Regular,North,36-45,19
T006318,C01157,2024-07-15,204.66,Electronics,Mobile App,Debit Card,5,3,Premium,West,26-35,19
T003468,C00069,2024-07-15,171.37,Beauty,Store,Debit Card,2,5,Premium,North,26-35,19
T008805,C00829,2024-07-15,199.14,Beauty,Mobile App,Credit Card,6,3,Budget,South,36-45,19
T013950,C01882,2024-07-15,117.26,Sports,Store,UPI,6,3,Budget,East,18-25,19
T004203,C01980,2024-07-15,33.32,Sports,Web,Credit Card,4,3,Budget,South,26-35,19
T002222,C00463,2024-07-15,53.19,Fashion,Web,Credit Card,7,2,Budget,East,26-35,19
T011191,C01423,2024-07-16,1153.24,Electronics,Web,Credit Card,5,4,Premium,East,26-35,19
T009067,C00981,2024-07-16,332.04,Home,Web,Credit Card,5,3,Regular,South,46-60,19
T011073,C01574,2024-07-16,190.21,Beauty,Store,Credit Card,2,4,Budget,West,36-45,19
T004176,C01662,2024-07-16,351.28,Beauty,Web,Wallet,5,3,Regular,South,46-60,19
T009434,C01237,2024-07-16,85.66,Beauty,Mobile App,Wallet,4,4,Budget,North,36-45,19
T003760,C01708,2024-07-16,136.58,Fashion,Store,Wallet,5,4,Regular,North,26-35,19
T000299,C00636,2024-07-16,319.35,Electronics,Mobile App,Credit Card,4,3,Regular,East,60+,19
T006293,C00548,2024-07-16,647.06,Fashion,Mobile App,Debit Card,5,4,Regular,South,36-45,19
T007323,C00572,2024-07-16,414.75,Fashion,Mobile App,Credit Card,4,4,Budget,West,60+,19
T002645,C00983,2024-07-16,280.79,Fashion,Mobile App,Debit Card,6,2,Premium,East,26-35,19
T010352,C00776,2024-07-16,301.82,Beauty,Web,Credit Card,4,4,Premium,South,26-35,19
T004046,C01325,2024-07-16,108.88,Sports,Store,Debit Card,6,3,Budget,East,26-35,19
T007177,C00035,2024-07-16,42.65,Beauty,Mobile App,Credit Card,4,4,Budget,East,26-35,19
T003602,C01588,2024-07-16,468.31,Sports,Mobile App,Credit Card,7,3,Regular,East,36-45,19
T010636,C00556,2024-07-16,60.48,Home,Web,Credit Card,5,3,Regular,West,36-45,19
T005258,C00703,2024-07-16,150.28,Electronics,Store,Credit Card,5,3,Regular,North,46-60,19
T006229,C00579,2024-07-16,138.14,Sports,Web,UPI,5,3,Regular,South,36-45,19
T007256,C00789,2024-07-16,775.52,Electronics,Mobile App,UPI,5,2,Regular,West,36-45,19
T006385,C01753,2024-07-16,400.66,Home,Mobile App,UPI,3,3,Premium,South,36-45,19
T005821,C00656,2024-07-16,118.13,Home,Web,Credit Card,5,3,Premium,South,26-35,19
T001825,C01022,2024-07-16,122.77,Home,Mobile App,Credit Card,5,4,Regular,South,26-35,19
T005075,C01422,2024-07-16,278.47,Electronics,Store,Wallet,5,2,Regular,East,26-35,19
T014141,C01764,2024-07-16,229.45,Electronics,Web,Credit Card,3,4,Regular,North,60+,19
T001579,C00282,2024-07-16,601.08,Electronics,Web,UPI,4,4,Regular,South,18-25,19
T000933,C00050,2024-07-16,90.94,Fashion,Mobile App,UPI,2,4,Premium,North,18-25,19
T014492,C01259,2024-07-17,844.85,Electronics,Web,UPI,5,3,Premium,South,36-45,19
T014488,C00159,2024-07-17,86.2,Home,Web,Credit Card,4,4,Regular,South,36-45,19
T003194,C00992,2024-07-17,234.37,Fashion,Web,Credit Card,2,5,Regular,West,36-45,19
T013099,C01119,2024-07-17,109.73,Beauty,Mobile App,Credit Card,5,3,Regular,North,46-60,19
T002096,C01533,2024-07-17,80.39,Fashion,Store,UPI,6,3,Budget,South,26-35,19
T013057,C00788,2024-07-17,153.0,Home,Store,Credit Card,4,3,Regular,North,36-45,19
T005307,C00736,2024-07-17,222.72,Sports,Mobile App,UPI,6,3,Budget,East,26-35,19
T003744,C01602,2024-07-17,364.08,Electronics,Mobile App,Credit Card,6,2,Regular,East,46-60,19
T013110,C00877,2024-07-17,102.81,Fashion,Web,Debit Card,6,3,Budget,South,26-35,19
T012965,C00121,2024-07-17,83.78,Home,Web,Credit Card,5,2,Budget,West,60+,19
T005410,C00912,2024-07-17,81.98,Fashion,Mobile App,Credit Card,4,3,Regular,North,26-35,19
T014465,C01422,2024-07-17,256.46,Electronics,Web,Debit Card,7,1,Regular,East,26-35,19
T000241,C00435,2024-07-17,506.43,Sports,Mobile App,Credit Card,4,4,Premium,West,36-45,19
T012888,C01937,2024-07-17,252.49,Fashion,Store,UPI,3,4,Regular,South,46-60,19
T007578,C01362,2024-07-17,149.68,Home,Web,Wallet,5,3,Regular,North,26-35,19
T004484,C00900,2024-07-17,333.68,Fashion,Mobile App,Credit Card,3,4,Premium,North,18-25,19
T006260,C00665,2024-07-17,727.23,Home,Web,Debit Card,5,2,Premium,East,36-45,19
T001538,C01597,2024-07-17,293.15,Sports,Web,Credit Card,3,5,Regular,North,18-25,19
T004415,C00977,2024-07-17,443.58,Fashion,Web,Credit Card,2,4,Regular,West,36-45,19
T007524,C00860,2024-07-17,375.55,Beauty,Web,Credit Card,4,4,Premium,North,26-35,19
T009684,C00169,2024-07-17,256.88,Fashion,Web,UPI,4,4,Premium,East,18-25,19
T009277,C00021,2024-07-17,33.5,Electronics,Web,Debit Card,2,5,Regular,West,26-35,19
T008443,C00527,2024-07-17,357.45,Electronics,Store,Debit Card,4,4,Regular,North,46-60,19
T013476,C00186,2024-07-17,426.95,Fashion,Mobile App,Credit Card,3,3,Regular,West,60+,19
T000311,C01953,2024-07-17,138.91,Sports,Web,Debit Card,2,4,Regular,West,60+,19
T004466,C00521,2024-07-17,288.43,Fashion,Mobile App,Credit Card,5,3,Regular,East,36-45,19
T008186,C01555,2024-07-17,313.67,Electronics,Mobile App,Credit Card,2,5,Regular,North,46-60,19
T013329,C00733,2024-07-17,1468.74,Fashion,Store,Debit Card,2,4,Regular,North,46-60,19
T011378,C01953,2024-07-17,21.46,Electronics,Web,Wallet,3,4,Regular,West,60+,19
T014480,C01752,2024-07-18,94.99,Electronics,Web,UPI,5,3,Regular,West,36-45,19
T011187,C01496,2024-07-18,253.09,Electronics,Store,Debit Card,3,4,Regular,North,26-35,19
T014787,C01666,2024-07-18,83.36,Fashion,Mobile App,UPI,6,2,Budget,South,26-35,19
T002991,C00439,2024-07-18,77.05,Beauty,Web,UPI,3,3,Budget,South,18-25,19
T007249,C00586,2024-07-18,188.2,Home,Web,Credit Card,4,4,Regular,East,26-35,19
T000640,C00091,2024-07-18,215.31,Home,Mobile App,Credit Card,6,3,Premium,East,26-35,19
T007963,C00319,2024-07-18,676.08,Fashion,Mobile App,Debit Card,4,3,Premium,South,18-25,19
T002171,C00241,2024-07-18,89.89,Fashion,Web,UPI,6,2,Budget,East,36-45,19
T009960,C00929,2024-07-18,113.25,Home,Mobile App,Credit Card,4,4,Regular,East,26-35,19
T013903,C00148,2024-07-18,355.79,Sports,Web,Debit Card,5,3,Regular,South,60+,19
T005088,C00738,2024-07-18,149.43,Beauty,Mobile App,Credit Card,3,4,Budget,South,26-35,19
T014960,C01882,2024-07-18,163.62,Fashion,Store,UPI,4,3,Budget,East,18-25,19
T004058,C01637,2024-07-18,139.15,Electronics,Web,Wallet,2,3,Regular,West,60+,19
T013053,C00001,2024-07-18,311.72,Home,Web,Wallet,2,4,Regular,North,18-25,19
T014052,C00093,2024-07-18,164.57,Fashion,Mobile App,Debit Card,5,4,Budget,North,36-45,19
T001633,C01652,2024-07-18,139.49,Sports,Store,Credit Card,3,5,Regular,South,18-25,19
T014670,C00143,2024-07-18,66.68,Beauty,Store,Credit Card,5,3,Regular,East,46-60,19
T011475,C00950,2024-07-18,336.88,Fashion,Mobile App,Wallet,4,4,Regular,West,18-25,19
T002376,C01576,2024-07-18,683.57,Home,Web,UPI,5,2,Premium,South,26-35,19
T009661,C00312,2024-07-18,633.98,Home,Mobile App,Credit Card,2,4,Premium,West,46-60,19
T004906,C01244,2024-07-19,105.79,Home,Web,Credit Card,6,3,Budget,East,18-25,19
T011252,C00340,2024-07-19,460.11,Home,Mobile App,Credit Card,4,4,Premium,South,26-35,19
T003576,C01744,2024-07-19,730.7,Sports,Web,Credit Card,3,4,Premium,North,60+,19
T011142,C00477,2024-07-19,57.7,Home,Web,Wallet,5,3,Premium,North,26-35,19
T001216,C01463,2024-07-19,139.01,Beauty,Web,Credit Card,4,4,Premium,East,26-35,19
T014310,C00650,2024-07-19,105.97,Beauty,Web,Debit Card,3,4,Regular,South,36-45,19
T004063,C00158,2024-07-19,59.92,Electronics,Web,UPI,3,4,Budget,South,26-35,19
T002283,C01462,2024-07-19,232.48,Electronics,Web,Credit Card,4,3,Regular,North,36-45,19
T007747,C01962,2024-07-19,217.22,Fashion,Web,Credit Card,3,3,Regular,South,36-45,19
T006007,C01274,2024-07-19,21.64,Electronics,Web,Credit Card,4,5,Premium,South,26-35,19
T001434,C01205,2024-07-19,125.3,Home,Mobile App,Credit Card,5,4,Regular,East,26-35,19
T006635,C00148,2024-07-19,331.0,Fashion,Web,Credit Card,3,4,Regular,South,60+,19
T001308,C00171,2024-07-19,551.79,Electronics,Web,UPI,4,4,Regular,East,26-35,19
T001632,C00784,2024-07-19,373.65,Home,Store,Credit Card,6,3,Regular,East,18-25,19
T003920,C01670,2024-07-19,120.58,Fashion,Web,UPI,5,3,Budget,South,36-45,19
T001870,C00849,2024-07-19,208.86,Electronics,Web,Credit Card,7,2,Regular,East,36-45,19
T006279,C00297,2024-07-19,28.01,Home,Web,Debit Card,3,4,Budget,North,46-60,19
T014539,C01357,2024-07-19,91.34,Home,Mobile App,UPI,7,2,Budget,East,26-35,19
T012508,C00925,2024-07-19,152.66,Sports,Web,Credit Card,5,2,Regular,South,36-45,19
T001105,C00204,2024-07-19,37.61,Home,Store,Wallet,3,4,Budget,North,60+,19
T000909,C01581,2024-07-20,105.97,Fashion,Mobile App,Wallet,4,3,Regular,South,26-35,19
T007759,C01258,2024-07-20,108.9,Electronics,Store,Credit Card,2,4,Regular,North,18-25,19
T001949,C00319,2024-07-20,1096.3,Fashion,Web,Wallet,3,4,Premium,South,18-25,19
T003701,C01730,2024-07-20,244.78,Fashion,Web,Credit Card,7,3,Regular,East,36-45,19
T000063,C00830,2024-07-20,76.91,Electronics,Web,UPI,2,4,Regular,North,18-25,19
T009223,C00872,2024-07-20,616.09,Fashion,Mobile App,Credit Card,5,3,Regular,West,26-35,19
T012490,C00424,2024-07-20,135.9,Home,Store,UPI,3,4,Regular,South,46-60,19
T004393,C01331,2024-07-20,73.49,Fashion,Web,Debit Card,4,4,Regular,East,36-45,19
T007520,C00745,2024-07-20,87.44,Fashion,Store,Credit Card,6,2,Regular,East,26-35,19
T010318,C01680,2024-07-20,306.86,Beauty,Mobile App,Credit Card,3,4,Regular,South,26-35,19
T005097,C00287,2024-07-20,147.63,Sports,Mobile App,Credit Card,4,3,Regular,West,18-25,19
T004702,C01897,2024-07-20,184.74,Beauty,Store,UPI,4,2,Regular,North,36-45,19
T014971,C01422,2024-07-20,137.5,Fashion,Store,Wallet,4,3,Regular,East,26-35,19
T011870,C01919,2024-07-20,413.29,Fashion,Web,Credit Card,4,3,Regular,East,26-35,19
T007773,C00195,2024-07-20,158.62,Electronics,Mobile App,Debit Card,2,4,Regular,North,18-25,19
T005133,C01947,2024-07-20,522.69,Fashion,Web,Credit Card,4,4,Regular,East,60+,19
T003766,C01905,2024-07-20,468.36,Electronics,Mobile App,UPI,4,4,Budget,West,60+,19
T005058,C01926,2024-07-20,333.65,Electronics,Store,UPI,2,4,Premium,North,46-60,19
T003484,C01066,2024-07-20,27.83,Electronics,Mobile App,Debit Card,3,3,Budget,North,46-60,19
T011597,C01604,2024-07-20,290.94,Beauty,Web,UPI,2,5,Regular,North,26-35,19
T006879,C00482,2024-07-20,308.82,Electronics,Mobile App,Credit Card,2,4,Regular,West,36-45,19
T012072,C00144,2024-07-20,162.93,Fashion,Web,Credit Card,6,2,Regular,South,26-35,19
T000490,C00102,2024-07-20,146.32,Fashion,Mobile App,Credit Card,6,3,Regular,South,26-35,19
T001884,C00016,2024-07-21,234.99,Home,Store,UPI,4,3,Premium,South,18-25,19
T006106,C01744,2024-07-21,237.75,Sports,Mobile App,Credit Card,3,4,Premium,North,60+,19
T012972,C00597,2024-07-21,116.81,Electronics,Store,Credit Card,4,3,Regular,North,36-45,19
T003738,C00555,2024-07-21,25.92,Home,Mobile App,UPI,4,3,Budget,North,36-45,19
T000973,C00269,2024-07-21,267.15,Beauty,Web,Credit Card,3,4,Regular,North,36-45,19
T003585,C01359,2024-07-21,21.1,Electronics,Web,Wallet,4,5,Regular,West,26-35,19
T005419,C00437,2024-07-21,411.77,Beauty,Web,Credit Card,5,2,Premium,South,26-35,19
T000348,C01462,2024-07-21,488.81,Fashion,Web,Credit Card,4,3,Regular,North,36-45,19
T007755,C01519,2024-07-21,169.57,Electronics,Web,Credit Card,4,5,Regular,North,18-25,19
T001122,C00798,2024-07-21,125.06,Fashion,Mobile App,UPI,5,3,Regular,East,60+,19
T008477,C00170,2024-07-21,303.04,Electronics,Mobile App,Credit Card,6,3,Regular,South,46-60,19
T005990,C00993,2024-07-21,54.11,Fashion,Web,UPI,6,3,Regular,East,46-60,19
T004763,C01049,2024-07-21,314.49,Home,Store,UPI,4,3,Budget,South,26-35,19
T007214,C01924,2024-07-21,352.87,Fashion,Store,Debit Card,3,3,Regular,North,26-35,19
T009359,C00796,2024-07-21,165.94,Electronics,Web,Credit Card,4,5,Budget,East,46-60,19
T010061,C01273,2024-07-21,103.13,Home,Web,UPI,4,3,Budget,East,60+,19
T005767,C01466,2024-07-21,661.54,Fashion,Mobile App,Credit Card,6,3,Premium,East,18-25,19
T008209,C01291,2024-07-21,981.62,Electronics,Mobile App,Wallet,4,4,Regular,North,18-25,19
T014345,C01172,2024-07-21,353.11,Beauty,Store,Debit Card,4,3,Budget,North,46-60,19
T001229,C01972,2024-07-21,56.89,Home,Web,UPI,6,2,Budget,South,26-35,19
T009657,C00090,2024-07-21,416.71,Electronics,Store,Credit Card,3,4,Regular,South,46-60,19
T008528,C00550,2024-07-21,232.16,Electronics,Mobile App,Credit Card,2,5,Budget,North,36-45,19
T012283,C00205,2024-07-21,167.58,Fashion,Web,Credit Card,7,2,Regular,East,60+,19
T012615,C00927,2024-07-21,161.72,Electronics,Web,Wallet,2,5,Regular,West,26-35,19
T009886,C01881,2024-07-21,155.01,Fashion,Mobile App,Wallet,3,4,Regular,South,26-35,19
T001562,C00975,2024-07-22,346.05,Electronics,Web,Debit Card,6,3,Premium,South,36-45,19
T000549,C00273,2024-07-22,209.2,Fashion,Web,UPI,3,4,Budget,South,26-35,19
T009846,C01119,2024-07-22,251.04,Fashion,Mobile App,Credit Card,4,4,Regular,North,46-60,19
T005947,C00220,2024-07-22,83.76,Fashion,Web,Credit Card,3,4,Budget,North,36-45,19
T010105,C01933,2024-07-22,426.45,Home,Store,Wallet,6,3,Regular,East,18-25,19
T008803,C00029,2024-07-22,355.25,Fashion,Mobile App,UPI,3,5,Regular,North,18-25,19
T011034,C00757,2024-07-22,86.71,Home,Web,Credit Card,6,3,Regular,South,36-45,19
T002134,C00257,2024-07-22,220.11,Fashion,Web,Debit Card,6,3,Budget,South,26-35,19
T002002,C01849,2024-07-22,144.64,Electronics,Mobile App,Wallet,4,4,Budget,East,60+,19
