customer_id,segment,region,acquisition_date,age_group,last_purchase_date,days_since_purchase,is_churned
C01311,Premium,East,2023-06-06,60+,2024-12-20,11,0
C01312,Budget,East,2023-01-31,36-45,2024-09-19,103,1
C01313,Regular,East,2022-01-04,46-60,2024-09-05,117,1
C01314,Budget,North,2022-10-08,36-45,2024-09-29,93,1
C01315,Regular,North,2022-08-03,26-35,2024-09-30,92,1
C01316,Regular,East,2023-02-24,36-45,2024-10-21,71,0
C01317,Regular,South,2022-04-11,18-25,2024-08-03,150,1
C01318,Budget,North,2023-06-05,36-45,2024-12-19,12,0
C01319,Premium,West,2022-11-05,36-45,2024-09-04,118,1
C01320,Premium,East,2023-05-25,46-60,2024-06-26,188,1
C01321,Regular,South,2022-03-04,36-45,2024-12-15,16,0
C01322,Premium,North,2022-08-14,18-25,2024-08-24,129,1
C01323,Budget,East,2022-04-15,26-35,2024-01-05,361,1
C01324,Regular,East,2023-03-01,36-45,2024-10-29,63,0
C01325,Budget,East,2022-09-12,26-35,2024-11-15,46,0
C01326,Regular,East,2023-03-05,26-35,2024-09-19,103,1
C01327,Premium,West,2023-03-10,46-60,2024-12-26,5,0
C01328,Budget,South,2022-07-26,36-45,2024-08-08,145,1
C01329,Regular,North,2022-01-28,36-45,2023-12-23,374,1
C01330,Regular,East,2022-12-02,26-35,2024-12-20,11,0
C01331,Regular,East,2022-03-10,36-45,2024-12-05,26,0
C01332,Budget,East,2023-05-28,26-35,2024-12-27,4,0
C01333,Regular,North,2022-06-16,36-45,2024-08-11,142,1
C01334,Budget,North,2023-01-03,18-25,2024-12-20,11,0
C01335,Budget,West,2022-09-08,46-60,2024-08-30,123,1
C01336,Regular,East,2022-06-19,26-35,2024-10-26,66,0
C01337,Premium,West,2022-03-31,26-35,2024-09-08,114,1
C01338,Regular,East,2023-03-22,36-45,2024-11-30,31,0
C01339,Premium,East,2022-10-21,36-45,2024-11-30,31,0
C01340,Premium,East,2022-05-30,18-25,2024-11-05,56,0
C01341,Regular,West,2022-05-12,46-60,2024-11-28,33,0
C01342,Regular,East,2023-03-09,26-35,2024-11-04,57,0
C01343,Budget,East,2022-02-28,60+,2023-11-21,406,1
C01344,Budget,North,2022-07-18,46-60,2024-10-09,83,0
C01345,Budget,South,2022-08-03,26-35,2024-12-22,9,0
C01346,Regular,East,2023-04-17,46-60,2024-12-01,30,0
C01347,Regular,North,2022-09-04,26-35,2024-12-17,14,0
C01348,Regular,North,2023-01-17,18-25,2024-12-03,28,0
C01349,Budget,South,2022-08-27,60+,2024-10-05,87,0
C01350,Premium,North,2023-01-02,36-45,2024-07-15,169,1
C01351,Budget,North,2022-06-17,26-35,2024-11-26,35,0
C01352,Regular,South,2022-02-20,26-35,2024-10-18,74,0
C01353,Regular,West,2023-01-15,26-35,2024-04-27,248,1
C01354,Budget,South,2023-04-19,60+,2024-12-01,30,0
C01355,Regular,North,2022-03-21,18-25,2024-09-11,111,1
C01356,Budget,North,2023-01-02,26-35,2024-09-03,119,1
C01357,Budget,East,2023-04-06,26-35,2024-07-28,156,1
C01358,Regular,South,2023-06-23,26-35,2024-09-15,107,1
C01359,Regular,West,2023-03-28,26-35,2024-10-18,74,0
C01360,Regular,East,2023-04-09,26-35,2024-03-02,304,1
C01361,Budget,East,2023-04-23,18-25,2024-08-21,132,1
C01362,Regular,North,2023-02-24,26-35,2024-07-17,167,1
C01363,Regular,East,2022-08-02,60+,2024-11-28,33,0
C01364,Regular,North,2023-01-04,18-25,2024-07-06,178,1
C01365,Budget,West,2022-04-24,46-60,2024-11-14,47,0
C01366,Premium,East,2023-05-18,46-60,2024-06-15,199,1
C01367,Budget,South,2022-11-07,46-60,2024-08-14,139,1
C01368,Budget,North,2023-04-14,46-60,2024-09-14,108,1
C01369,Premium,North,2022-02-13,26-35,2024-10-21,71,0
C01370,Regular,East,2023-02-19,26-35,2024-04-25,250,1
C01371,Budget,North,2022-09-03,26-35,2024-07-12,172,1
C01372,Premium,East,2022-03-25,26-35,2024-04-19,256,1
C01373,Budget,North,2022-07-26,36-45,2024-08-25,128,1
C01374,Regular,East,2022-05-31,36-45,2024-12-20,11,0
C01375,Regular,West,2023-06-12,46-60,2024-11-05,56,0
C01376,Budget,East,2022-06-14,18-25,2024-11-16,45,0
C01377,Regular,East,2022-05-25,60+,2024-12-24,7,0
C01378,Regular,North,2022-02-06,26-35,2024-08-20,133,1
C01379,Regular,North,2022-11-29,26-35,2024-11-19,42,0
C01380,Regular,East,2023-02-07,26-35,2024-12-01,30,0
C01381,Premium,South,2023-02-18,46-60,2024-07-03,181,1
C01382,Regular,South,2022-02-14,26-35,2024-07-15,169,1
C01383,Budget,North,2023-02-06,60+,2024-08-11,142,1
C01384,Regular,North,2022-07-25,60+,2024-11-11,50,0
C01385,Regular,North,2022-03-03,46-60,2024-12-20,11,0
C01386,Regular,West,2023-02-24,18-25,2024-12-11,20,0
C01387,Budget,North,2023-04-13,46-60,2024-11-16,45,0
C01388,Premium,East,2022-01-19,46-60,2024-07-09,175,1
C01389,Budget,North,2022-12-31,18-25,2024-11-13,48,0
C01390,Regular,East,2022-10-27,18-25,2024-05-23,222,1
C01391,Regular,South,2022-01-07,18-25,2024-09-07,115,1
C01392,Premium,West,2023-03-04,18-25,2024-09-03,119,1
C01393,Premium,West,2022-04-27,36-45,2024-11-02,59,0
C01394,Regular,South,2023-05-22,60+,2024-12-04,27,0
C01395,Regular,West,2023-06-30,26-35,2024-12-10,21,0
C01396,Budget,West,2022-11-21,36-45,2024-12-03,28,0
C01397,Regular,West,2022-02-24,60+,2024-12-16,15,0
C01398,Regular,West,2022-02-11,26-35,2024-06-12,202,1
C01399,Regular,North,2022-10-24,46-60,2024-06-22,192,1
C01400,Budget,East,2022-08-19,36-45,2024-11-25,36,0
C01401,Premium,North,2023-03-29,36-45,2024-12-11,20,0
C01402,Premium,North,2023-01-29,26-35,2024-11-04,57,0
C01403,Premium,West,2023-06-06,36-45,2023-07-16,534,1
C01404,Budget,South,2022-12-24,18-25,2024-10-22,70,0
C01405,Regular,East,2023-03-20,46-60,2024-10-17,75,0
C01406,Regular,West,2022-05-08,26-35,2024-11-03,58,0
C01407,Budget,West,2023-02-09,46-60,2024-12-25,6,0
C01408,Budget,West,2023-01-27,26-35,2024-11-30,31,0
C01409,Regular,North,2022-07-12,18-25,2024-10-30,62,0
C01410,Budget,North,2022-03-19,36-45,2023-08-19,500,1
C01411,Regular,South,2022-03-26,26-35,2024-12-13,18,0
C01412,Premium,North,2022-01-30,46-60,2024-04-23,252,1
C01413,Regular,North,2022-02-18,60+,2024-12-17,14,0
C01414,Premium,South,2022-05-25,46-60,2024-08-03,150,1
C01415,Regular,East,2022-03-10,18-25,2024-09-29,93,1
C01416,Budget,East,2022-02-27,36-45,2024-11-29,32,0
C01417,Premium,South,2023-04-24,36-45,2024-08-10,143,1
C01418,Premium,East,2023-03-21,46-60,2024-12-31,0,0
C01419,Regular,North,2022-10-23,18-25,2024-12-02,29,0
C01420,Budget,North,2022-06-20,26-35,2023-10-23,435,1
C01421,Regular,East,2022-05-27,36-45,2024-10-18,74,0
C01422,Regular,East,2023-04-29,26-35,2024-07-20,164,1
C01423,Premium,East,2022-11-02,26-35,2024-07-16,168,1
C01424,Premium,North,2023-03-22,26-35,2023-10-19,439,1
C01425,Budget,West,2022-08-09,46-60,2024-06-17,197,1
C01426,Budget,East,2023-01-13,60+,2024-01-02,364,1
C01427,Premium,East,2022-09-23,36-45,2023-09-21,467,1
C01428,Budget,East,2022-04-05,26-35,2024-12-13,18,0
C01429,Regular,West,2022-09-19,26-35,2024-12-13,18,0
C01430,Budget,East,2022-03-12,60+,2024-05-27,218,1
C01431,Regular,East,2022-08-07,60+,2024-12-23,8,0
C01432,Regular,West,2023-06-17,60+,2023-12-27,370,1
C01433,Regular,East,2022-04-02,46-60,2024-09-02,120,1
C01434,Regular,South,2022-05-07,26-35,2024-04-04,271,1
C01435,Premium,East,2022-03-21,46-60,2024-11-25,36,0
C01436,Premium,South,2022-08-26,26-35,2024-12-13,18,0
C01437,Regular,North,2023-01-07,26-35,2024-11-20,41,0
C01438,Budget,East,2023-05-01,36-45,2024-11-13,48,0
C01439,Regular,West,2022-01-25,18-25,2024-12-17,14,0
C01440,Regular,West,2022-06-05,18-25,2024-12-28,3,0
C01441,Budget,South,2023-06-01,26-35,2024-05-30,215,1
C01442,Premium,South,2023-06-14,26-35,2024-12-05,26,0
C01443,Regular,North,2022-02-26,46-60,2024-09-29,93,1
C01444,Regular,West,2022-01-19,18-25,2024-06-30,184,1
C01445,Budget,West,2023-01-19,18-25,2024-09-23,99,1
C01446,Premium,East,2022-07-12,18-25,2024-11-26,35,0
C01447,Regular,West,2022-08-25,18-25,2024-12-09,22,0
C01448,Budget,East,2023-01-22,18-25,2024-06-18,196,1
C01449,Budget,East,2023-03-02,36-45,2024-11-25,36,0
C01450,Regular,North,2022-10-04,26-35,2024-11-23,38,0
C01451,Regular,South,2022-08-15,46-60,2024-10-17,75,0
C01452,Regular,East,2022-11-19,60+,2024-12-30,1,0
C01453,Budget,East,2022-06-02,36-45,2024-12-11,20,0
C01454,Regular,South,2022-08-25,18-25,2024-11-21,40,0
C01455,Premium,West,2022-02-24,18-25,2024-08-24,129,1
C01456,Budget,North,2023-03-12,46-60,2024-11-27,34,0
C01457,Regular,South,2022-04-19,36-45,2024-07-13,171,1
C01458,Regular,East,2022-07-03,46-60,2024-12-26,5,0
C01459,Regular,East,2023-01-03,46-60,2024-12-26,5,0
C01460,Regular,East,2022-07-17,60+,2024-11-19,42,0
C01461,Regular,North,2023-01-06,60+,2024-12-17,14,0
C01462,Regular,North,2023-01-08,36-45,2024-10-23,69,0
C01463,Premium,East,2023-05-12,26-35,2024-07-19,165,1
C01464,Regular,East,2022-07-20,60+,2024-12-28,3,0
C01465,Budget,North,2023-05-24,36-45,2024-11-19,42,0
C01466,Premium,East,2022-11-18,18-25,2024-12-06,25,0
C01467,Budget,South,2022-10-02,36-45,2024-12-23,8,0
C01468,Regular,East,2022-07-30,36-45,2024-12-26,5,0
C01469,Budget,West,2023-05-19,46-60,2024-09-29,93,1
C01470,Budget,North,2022-04-28,36-45,2024-12-04,27,0
C01471,Regular,North,2022-02-11,26-35,2024-12-19,12,0
C01472,Budget,East,2022-11-11,60+,2024-08-06,147,1
C01473,Budget,East,2022-11-25,46-60,2024-10-13,79,0
C01474,Regular,East,2022-01-17,36-45,2024-09-23,99,1
C01475,Regular,West,2022-10-10,26-35,2024-09-02,120,1
C01476,Regular,West,2022-09-15,26-35,2024-07-15,169,1
C01477,Budget,West,2022-01-19,36-45,2024-10-20,72,0
C01478,Budget,South,2023-06-13,18-25,2024-11-18,43,0
C01479,Budget,South,2023-02-27,26-35,2024-11-12,49,0
C01480,Regular,South,2023-04-11,36-45,2024-09-13,109,1
C01481,Budget,North,2023-01-08,26-35,2024-10-02,90,0
C01482,Premium,East,2022-03-22,26-35,2024-12-30,1,0
C01483,Regular,North,2023-02-28,26-35,2024-08-29,124,1
C01484,Premium,West,2023-03-05,26-35,2024-11-23,38,0
C01485,Regular,East,2023-01-23,46-60,2024-05-08,237,1
C01486,Regular,East,2022-07-23,26-35,2024-06-02,212,1
C01487,Regular,South,2022-07-15,18-25,2023-10-26,432,1
C01488,Regular,North,2022-10-12,36-45,2024-12-02,29,0
C01489,Regular,North,2022-07-15,60+,2024-10-25,67,0
C01490,Regular,South,2022-11-03,36-45,2024-12-16,15,0
C01491,Regular,North,2022-01-14,18-25,2024-01-12,354,1
C01492,Regular,East,2022-05-26,26-35,2024-11-13,48,0
C01493,Regular,West,2022-02-26,46-60,2024-09-25,97,1
C01494,Premium,West,2022-07-29,26-35,2024-12-21,10,0
C01495,Regular,East,2023-06-13,36-45,2024-09-15,107,1
C01496,Regular,North,2022-12-10,26-35,2024-07-18,166,1
C01497,Regular,West,2022-10-06,26-35,2024-11-03,58,0
C01498,Regular,West,2022-07-28,46-60,2024-08-18,135,1
C01499,Regular,North,2022-12-01,36-45,2024-04-04,271,1
C01500,Budget,East,2022-10-15,36-45,2024-05-06,239,1
C01501,Regular,North,2022-09-09,26-35,2024-08-16,137,1
C01502,Regular,West,2022-09-22,18-25,2024-10-17,75,0
C01503,Premium,West,2022-09-28,36-45,2024-07-29,155,1
C01504,Regular,North,2023-02-23,36-45,2024-12-07,24,0
C01505,Regular,West,2022-07-30,26-35,2023-11-19,408,1
C01506,Regular,East,2022-12-31,18-25,2024-11-01,60,0
C01507,Regular,West,2022-03-17,18-25,2024-11-08,53,0
C01508,Regular,South,2022-11-17,60+,2024-06-03,211,1
C01509,Regular,West,2023-03-09,46-60,2024-11-26,35,0
C01510,Budget,North,2022-04-19,60+,2024-02-09,326,1
C01511,Budget,South,2023-06-06,26-35,2024-11-23,38,0
C01512,Budget,North,2022-02-16,60+,2024-11-27,34,0
C01513,Budget,West,2023-01-14,18-25,2024-10-03,89,0
C01514,Premium,West,2022-04-06,36-45,2024-11-11,50,0
C01515,Premium,West,2022-04-13,46-60,2024-07-28,156,1
C01516,Premium,West,2022-05-26,26-35,2024-09-15,107,1
C01517,Regular,North,2022-01-27,26-35,2024-01-01,365,1
C01518,Budget,South,2023-06-14,18-25,2024-10-13,79,0
C01519,Regular,North,2022-03-23,18-25,2024-09-01,121,1
C01520,Budget,North,2023-03-04,36-45,2024-09-03,119,1
C01521,Premium,North,2023-04-24,36-45,2024-10-24,68,0
C01522,Budget,South,2022-06-11,46-60,2024-10-12,80,0
C01523,Regular,North,2023-02-06,36-45,2024-11-27,34,0
C01524,Premium,North,2023-05-23,36-45,2024-11-10,51,0
C01525,Regular,North,2022-02-07,18-25,2024-09-26,96,1
C01526,Regular,North,2023-05-26,26-35,2024-12-08,23,0
C01527,Regular,West,2023-01-28,60+,2024-12-05,26,0
C01528,Regular,East,2023-05-09,18-25,2024-12-23,8,0
C01529,Budget,West,2022-07-19,36-45,2024-08-03,150,1
C01530,Regular,South,2022-09-12,26-35,2024-08-31,122,1
C01531,Regular,North,2022-06-28,36-45,2024-09-08,114,1
C01532,Regular,East,2023-01-24,36-45,2024-12-20,11,0
C01533,Budget,South,2023-02-02,26-35,2024-07-17,167,1
C01534,Regular,North,2022-06-07,26-35,2024-07-15,169,1
C01535,Regular,North,2022-01-04,36-45,2024-12-28,3,0
C01536,Premium,North,2022-06-16,26-35,2024-12-21,10,0
C01537,Premium,North,2023-04-13,26-35,2024-12-27,4,0
C01538,Regular,South,2023-02-13,36-45,2024-07-30,154,1
C01539,Premium,East,2023-02-16,26-35,2024-04-26,249,1
C01540,Regular,North,2022-07-23,46-60,2024-12-05,26,0
C01541,Budget,North,2022-07-13,36-45,2024-10-12,80,0
C01542,Premium,West,2022-08-23,18-25,2024-09-11,111,1
C01543,Regular,North,2022-05-30,36-45,2024-12-24,7,0
C01544,Regular,South,2022-06-08,36-45,2024-12-12,19,0
C01545,Budget,West,2022-10-06,26-35,2024-11-11,50,0
C01546,Regular,North,2023-02-08,26-35,2024-10-31,61,0
C01547,Budget,North,2022-11-07,26-35,2024-10-14,78,0
C01548,Regular,South,2022-03-09,26-35,2024-09-09,113,1
C01549,Premium,South,2023-04-08,26-35,2024-12-11,20,0
C01550,Regular,East,2022-03-29,26-35,2024-08-28,125,1
C01551,Budget,West,2022-08-05,26-35,2024-10-24,68,0
C01552,Regular,North,2022-01-01,36-45,2024-09-19,103,1
C01553,Budget,East,2022-05-15,36-45,2024-05-15,230,1
C01554,Budget,South,2022-12-17,36-45,2024-12-07,24,0
C01555,Regular,North,2022-05-20,46-60,2024-07-17,167,1
C01556,Regular,East,2022-05-13,46-60,2024-11-27,34,0
C01557,Regular,North,2022-06-27,36-45,2024-10-13,79,0
C01558,Regular,South,2022-12-24,36-45,2024-11-21,40,0
C01559,Budget,North,2023-01-15,26-35,2024-06-22,192,1
C01560,Budget,South,2023-03-26,46-60,2024-12-05,26,0
C01561,Regular,South,2023-04-08,18-25,2024-08-07,146,1
C01562,Regular,West,2022-04-18,26-35,2024-05-18,227,1
C01563,Budget,North,2022-05-02,36-45,2024-10-04,88,0
C01564,Regular,South,2022-01-17,18-25,2024-10-26,66,0
C01565,Budget,South,2022-07-15,26-35,2024-12-29,2,0
C01566,Regular,East,2022-11-23,36-45,2024-07-28,156,1
C01567,Regular,East,2022-11-14,36-45,2024-08-01,152,1
C01568,Premium,East,2023-04-24,36-45,2024-12-14,17,0
C01569,Regular,East,2022-09-09,46-60,2024-06-30,184,1
C01570,Regular,West,2023-05-18,18-25,2024-11-07,54,0
C01571,Regular,South,2022-04-29,18-25,2024-12-08,23,0
C01572,Premium,South,2023-05-13,36-45,2024-02-26,309,1
C01573,Budget,West,2023-05-01,26-35,2024-12-25,6,0
C01574,Budget,West,2022-02-14,36-45,2024-07-16,168,1
C01575,Regular,West,2022-11-10,26-35,2024-12-08,23,0
C01576,Premium,South,2022-06-28,26-35,2024-12-11,20,0
C01577,Premium,North,2023-02-22,36-45,2024-10-06,86,0
C01578,Regular,South,2022-03-19,36-45,2024-09-22,100,1
C01579,Regular,East,2022-11-22,36-45,2024-11-25,36,0
C01580,Regular,South,2022-12-23,26-35,2024-09-21,101,1
C01581,Regular,South,2023-02-20,26-35,2024-09-19,103,1
C01582,Regular,West,2023-05-30,18-25,2024-11-17,44,0
C01583,Regular,South,2022-08-02,18-25,2024-09-27,95,1
C01584,Regular,West,2022-03-15,26-35,2024-05-03,242,1
C01585,Budget,South,2023-05-24,26-35,2024-08-11,142,1
C01586,Premium,South,2022-11-28,36-45,2024-05-21,224,1
C01587,Regular,South,2022-04-03,26-35,2024-06-28,186,1
C01588,Regular,East,2023-06-03,36-45,2024-11-06,55,0
C01589,Regular,North,2022-09-26,46-60,2024-11-16,45,0
C01590,Budget,North,2023-01-11,26-35,2024-11-01,60,0
C01591,Regular,West,2022-01-04,26-35,2024-12-28,3,0
C01592,Budget,North,2022-05-18,18-25,2024-12-16,15,0
C01593,Premium,East,2022-08-19,36-45,2024-11-08,53,0
C01594,Premium,East,2023-06-13,26-35,2024-11-20,41,0
C01595,Budget,South,2022-02-21,26-35,2024-10-09,83,0
C01596,Regular,East,2022-11-21,36-45,2024-09-09,113,1
C01597,Regular,North,2022-10-04,18-25,2024-09-08,114,1
C01598,Premium,East,2023-06-20,36-45,2024-12-16,15,0
C01599,Premium,South,2023-05-01,36-45,2024-11-27,34,0
C01600,Budget,East,2023-05-31,36-45,2024-12-05,26,0
C01601,Premium,North,2022-06-01,18-25,2024-12-08,23,0
C01602,Regular,East,2023-04-28,46-60,2024-09-17,105,1
C01603,Regular,North,2022-09-16,36-45,2024-09-24,98,1
C01604,Regular,North,2022-11-20,26-35,2024-08-01,152,1
C01605,Premium,North,2022-06-17,26-35,2024-10-21,71,0
C01606,Regular,North,2022-11-06,26-35,2024-09-24,98,1
C01607,Premium,West,2023-04-24,46-60,2024-11-28,33,0
C01608,Budget,North,2022-02-25,46-60,2024-09-28,94,1
C01609,Regular,West,2023-04-18,36-45,2024-10-13,79,0
C01610,Regular,West,2022-10-23,46-60,2024-10-19,73,0
C01611,Budget,East,2023-04-06,18-25,2024-10-08,84,0
C01612,Regular,North,2022-11-20,18-25,2024-12-09,22,0
C01613,Regular,South,2022-05-21,60+,2024-11-17,44,0
C01614,Regular,East,2022-09-19,46-60,2024-12-19,12,0
C01615,Regular,South,2023-02-24,26-35,2024-12-30,1,0
C01616,Regular,North,2022-08-29,46-60,2024-09-13,109,1
C01617,Budget,East,2022-12-21,60+,2024-12-29,2,0
C01618,Regular,West,2022-06-29,46-60,2024-12-16,15,0
C01619,Regular,East,2022-03-07,46-60,2024-09-07,115,1
C01620,Budget,North,2022-12-14,46-60,2024-10-04,88,0
C01621,Regular,East,2022-06-20,26-35,2024-04-08,267,1
C01622,Premium,North,2023-04-19,46-60,2024-10-19,73,0
C01623,Regular,North,2023-06-18,26-35,2024-10-22,70,0
C01624,Budget,West,2023-01-02,46-60,2024-11-24,37,0
C01625,Premium,North,2022-04-17,26-35,2024-10-12,80,0
C01626,Regular,North,2023-03-15,36-45,2024-12-29,2,0
C01627,Regular,North,2022-08-15,26-35,2024-11-26,35,0
C01628,Regular,West,2023-03-20,18-25,2024-10-03,89,0
C01629,Premium,East,2023-03-18,26-35,2024-08-18,135,1
C01630,Regular,East,2023-01-31,60+,2024-09-04,118,1
C01631,Budget,East,2022-03-25,60+,2024-08-19,134,1
C01632,Regular,North,2022-01-13,26-35,2024-12-04,27,0
C01633,Regular,South,2023-05-08,60+,2024-12-29,2,0
C01634,Budget,South,2022-09-25,46-60,2024-12-01,30,0
C01635,Budget,North,2023-06-09,36-45,2024-06-20,194,1
C01636,Regular,South,2022-04-30,18-25,2024-12-30,1,0
C01637,Regular,West,2022-12-19,60+,2024-11-17,44,0
C01638,Premium,North,2022-02-26,36-45,2024-11-05,56,0
C01639,Budget,North,2022-02-09,46-60,2024-12-04,27,0
C01640,Budget,North,2022-12-02,46-60,2024-11-13,48,0
C01641,Regular,North,2022-06-22,46-60,2024-09-12,110,1
C01642,Budget,West,2022-09-16,36-45,2024-10-12,80,0
C01643,Regular,South,2023-06-01,26-35,2024-04-09,266,1
C01644,Regular,South,2023-06-07,26-35,2024-09-09,113,1
C01645,Premium,East,2022-04-27,26-35,2024-04-12,263,1
C01646,Budget,North,2022-07-03,18-25,2024-09-18,104,1
C01647,Premium,South,2022-04-26,36-45,2024-12-30,1,0
C01648,Budget,South,2022-06-11,36-45,2024-10-23,69,0
C01649,Budget,East,2023-06-27,46-60,2024-11-14,47,0
C01650,Budget,West,2022-08-25,18-25,2024-09-18,104,1
C01651,Premium,East,2022-03-07,36-45,2024-08-26,127,1
C01652,Regular,South,2022-03-11,18-25,2024-07-18,166,1
C01653,Regular,West,2023-03-23,18-25,2024-08-18,135,1
C01654,Regular,North,2023-02-20,18-25,2024-11-12,49,0
C01655,Premium,North,2023-06-16,36-45,2024-11-18,43,0
C01656,Budget,North,2023-03-17,18-25,2024-11-17,44,0
C01657,Regular,South,2023-04-09,36-45,2024-12-08,23,0
C01658,Regular,South,2023-01-31,26-35,2024-12-25,6,0
C01659,Regular,East,2023-01-30,46-60,2024-11-19,42,0
C01660,Regular,West,2022-11-22,46-60,2024-01-06,360,1
C01661,Regular,South,2022-04-01,60+,2024-11-25,36,0
C01662,Regular,South,2022-03-11,46-60,2024-07-16,168,1
C01663,Budget,North,2022-06-15,60+,2024-10-17,75,0
C01664,Regular,North,2022-08-02,46-60,2024-12-24,7,0
C01665,Budget,East,2022-12-01,36-45,2024-12-30,1,0
C01666,Budget,South,2023-01-04,26-35,2024-07-18,166,1
C01667,Regular,West,2022-02-18,26-35,2024-10-03,89,0
C01668,Budget,North,2022-02-21,26-35,2024-09-03,119,1
C01669,Premium,North,2022-10-16,36-45,2024-06-10,204,1
C01670,Budget,South,2022-08-27,36-45,2024-12-09,22,0
C01671,Regular,North,2022-05-13,46-60,2024-11-26,35,0
C01672,Budget,North,2022-06-15,60+,2024-11-08,53,0
C01673,Budget,East,2023-01-09,26-35,2024-10-24,68,0
C01674,Budget,North,2023-01-08,36-45,2024-11-26,35,0
C01675,Budget,East,2023-04-23,60+,2024-04-22,253,1
C01676,Regular,North,2023-04-24,26-35,2024-10-10,82,0
C01677,Premium,North,2022-10-27,46-60,2024-12-09,22,0
C01678,Regular,South,2022-03-23,26-35,2024-11-30,31,0
C01679,Premium,West,2022-03-28,36-45,2024-11-08,53,0
C01680,Regular,South,2022-08-13,26-35,2024-10-22,70,0
C01681,Regular,East,2022-01-16,46-60,2024-12-13,18,0
C01682,Budget,North,2022-12-24,36-45,2024-11-27,34,0
C01683,Regular,East,2022-06-12,26-35,2024-11-25,36,0
C01684,Budget,North,2023-05-29,26-35,2024-12-05,26,0
C01685,Premium,East,2022-12-16,26-35,2024-11-24,37,0
C01686,Budget,East,2023-04-09,60+,2024-11-27,34,0
C01687,Budget,West,2023-01-10,46-60,2024-06-21,193,1
C01688,Regular,South,2022-04-02,26-35,2024-02-04,331,1
C01689,Regular,North,2022-06-30,26-35,2024-07-06,178,1
C01690,Budget,North,2022-10-28,36-45,2024-09-25,97,1
C01691,Premium,West,2022-07-08,36-45,2024-09-28,94,1
C01692,Regular,South,2022-11-10,46-60,2024-12-21,10,0
C01693,Regular,East,2023-05-08,26-35,2024-08-02,151,1
C01694,Premium,North,2022-05-08,36-45,2024-07-25,159,1
C01695,Regular,South,2023-06-03,36-45,2024-10-11,81,0
C01696,Premium,North,2023-03-02,60+,2024-11-29,32,0
C01697,Premium,West,2022-07-06,60+,2024-12-31,0,0
C01698,Premium,East,2023-03-29,46-60,2024-08-13,140,1
C01699,Budget,West,2023-04-16,36-45,2024-12-20,11,0
C01700,Regular,North,2022-08-12,26-35,2024-10-05,87,0
C01701,Budget,East,2022-06-03,46-60,2024-12-29,2,0
C01702,Regular,East,2022-12-17,26-35,2024-12-22,9,0
C01703,Regular,South,2022-05-27,26-35,2024-10-19,73,0
C01704,Regular,West,2022-12-15,26-35,2024-09-25,97,1
C01705,Regular,West,2022-07-01,46-60,2024-10-22,70,0
C01706,Premium,West,2022-06-28,18-25,2024-11-13,48,0
C01707,Regular,East,2022-02-08,26-35,2024-11-26,35,0
C01708,Regular,North,2022-01-03,26-35,2024-12-19,12,0
C01709,Regular,North,2022-03-05,18-25,2024-12-14,17,0
C01710,Regular,West,2022-01-29,26-35,2024-12-21,10,0
C01711,Premium,North,2023-01-07,46-60,2024-07-01,183,1
C01712,Premium,East,2023-06-07,46-60,2024-07-02,182,1
C01713,Budget,East,2022-04-07,26-35,2024-10-30,62,0
C01714,Regular,East,2023-03-18,46-60,2024-10-10,82,0
C01715,Premium,West,2022-07-22,46-60,2024-12-04,27,0
C01716,Budget,South,2023-02-15,26-35,2024-05-13,232,1
C01717,Premium,South,2022-01-21,36-45,2024-09-07,115,1
C01718,Regular,North,2022-04-12,60+,2024-11-09,52,0
C01719,Budget,South,2022-02-15,26-35,2024-10-06,86,0
C01720,Regular,North,2022-03-07,26-35,2024-10-24,68,0
C01721,Premium,South,2022-06-13,60+,2024-04-23,252,1
C01722,Premium,West,2022-04-21,36-45,2024-11-03,58,0
C01723,Regular,West,2022-12-04,18-25,2024-12-20,11,0
C01724,Premium,North,2022-05-03,36-45,2024-11-23,38,0
C01725,Regular,South,2023-03-23,36-45,2024-11-18,43,0
C01726,Premium,West,2022-10-18,46-60,2024-11-29,32,0
C01727,Regular,North,2023-02-16,36-45,2024-05-08,237,1
C01728,Budget,North,2022-10-08,26-35,2024-06-01,213,1
C01729,Budget,North,2022-02-12,36-45,2024-05-27,218,1
C01730,Regular,East,2023-05-01,36-45,2024-12-14,17,0
C01731,Regular,North,2022-02-20,26-35,2024-10-28,64,0
C01732,Regular,West,2022-07-29,36-45,2024-10-12,80,0
C01733,Regular,South,2022-05-06,46-60,2024-12-23,8,0
C01734,Regular,South,2023-05-07,18-25,2024-07-06,178,1
C01735,Premium,North,2023-05-24,36-45,2024-06-16,198,1
C01736,Budget,South,2022-09-15,26-35,2024-09-08,114,1
C01737,Regular,East,2022-07-07,26-35,2024-09-15,107,1
C01738,Premium,East,2022-08-18,26-35,2024-12-16,15,0
C01739,Regular,East,2022-07-08,26-35,2024-12-21,10,0
C01740,Regular,East,2023-02-19,46-60,2024-12-28,3,0
C01741,Budget,West,2022-01-10,26-35,2024-12-19,12,0
C01742,Budget,West,2022-04-24,36-45,2024-10-20,72,0
C01743,Budget,East,2022-03-17,18-25,2024-10-14,78,0
C01744,Premium,North,2023-05-17,60+,2024-12-26,5,0
C01745,Regular,North,2022-03-26,36-45,2024-10-11,81,0
C01746,Regular,North,2022-02-18,36-45,2024-12-31,0,0
C01747,Premium,East,2023-05-10,26-35,2024-11-27,34,0
